,SegID
2484,38638
2485,9017077
2486,9017082
2487,5892
2488,9017093
2489,38663
2490,104205
2491,38669
2492,71438
2493,38672
2494,38675
2495,71453
2496,71454
2497,38689
2498,71459
2499,5927
2500,71482
2501,71493
2502,169806
2503,169822
2504,6003
2505,38793
2506,38796
2507,71567
2508,71569
2509,38801
2510,38802
2511,38807
2512,38808
2513,38809
2514,71579
2515,71591
2516,137132
2517,38828
2518,38837
2519,38839
2520,38841
2521,71613
2522,71630
2523,71631
2524,71632
2525,38868
2526,71638
2527,71644
2528,38877
2529,71646
2530,71669
2531,6134
2532,71671
2533,71672
2534,6137
2535,137211
2536,137212
2537,137213
2538,38907
2539,137216
2540,137217
2541,38912
2542,38915
2543,38916
2544,137220
2545,137222
2546,137225
2547,137226
2548,137238
2549,71730
2550,71732
2551,71733
2552,71739
2553,71744
2554,71745
2555,235595
2556,71757
2557,71763
2558,71765
2559,137311
2560,39011
2561,71785
2562,137327
2563,137328
2564,39034
2565,170113
2566,39043
2567,39059
2568,39061
2569,39063
2570,71833
2571,71834
2572,71855
2573,71856
2574,137415
2575,137416
2576,137420
2577,170209
2578,170216
2579,137462
2580,235767
2581,170230
2582,6393
2583,170233
2584,71932
2585,6400
2586,170242
2587,6404
2588,71942
2589,6409
2590,6410
2591,6411
2592,6412
2593,235789
2594,6414
2595,6415
2596,6417
2597,170267
2598,268571
2599,71967
2600,268582
2601,71977
2602,137516
2603,71980
2604,268589
2605,268590
2606,8100144
2607,137522
2608,137523
2609,71995
2610,170306
2611,170308
2612,170310
2613,170323
2614,6485
2615,6486
2616,6489
2617,6490
2618,72026
2619,72029
2620,72031
2621,6498
2622,6503
2623,6505
2624,72043
2625,6509
2626,6512
2627,170353
2628,6514
2629,6516
2630,6522
2631,6527
2632,6531
2633,6533
2634,6535
2635,6536
2636,72077
2637,72079
2638,170396
2639,170398
2640,72108
2641,137647
2642,170417
2643,72115
2644,170422
2645,72120
2646,6587
2647,6588
2648,72124
2649,6592
2650,170437
2651,6601
2652,6602
2653,6603
2654,72141
2655,6607
2656,72143
2657,6609
2658,6613
2659,137688
2660,72153
2661,72152
2662,72155
2663,8100324
2664,6644
2665,72182
2666,72184
2667,170489
2668,72189
2669,170496
2670,170500
2671,170514
2672,137748
2673,170523
2674,6684
2675,137757
2676,6686
2677,6687
2678,6694
2679,72231
2680,6699
2681,6700
2682,137771
2683,72239
2684,6706
2685,6708
2686,72255
2687,72263
2688,72271
2689,72272
2690,6743
2691,6745
2692,72282
2693,6747
2694,6749
2695,72285
2696,6754
2697,170598
2698,72302
2699,137844
2700,72317
2701,72320
2702,72326
2703,72331
2704,6796
2705,72335
2706,8100502
2707,6819
2708,6821
2709,6822
2710,236204
2711,6829
2712,6830
2713,236205
2714,137907
2715,6841
2716,137913
2717,72382
2718,72383
2719,72384
2720,137919
2721,72389
2722,137934
2723,137935
2724,137936
2725,39634
2726,8100563
2727,72404
2728,39636
2729,6882
2730,6883
2731,137955
2732,6886
2733,72425
2734,6896
2735,72435
2736,105214
2737,39687
2738,39702
2739,72477
2740,39711
2741,72493
2742,39725
2743,6960
2744,6962
2745,6964
2746,8100665
2747,138047
2748,6980
2749,6981
2750,72522
2751,6987
2752,72531
2753,72532
2754,72533
2755,138076
2756,72547
2757,72552
2758,72554
2759,105330
2760,72562
2761,138101
2762,138102
2763,138103
2764,105340
2765,27450
2766,72574
2767,138113
2768,72585
2769,39818
2770,72590
2771,170895
2772,72596
2773,105366
2774,72602
2775,138140
2776,138142
2777,72608
2778,72609
2779,138145
2780,72614
2781,105385
2782,105386
2783,39850
2784,39852
2785,8100788
2786,39873
2787,72643
2788,72648
2789,72664
2790,7129
2791,7130
2792,170971
2793,7135
2794,170981
2795,105445
2796,138222
2797,72691
2798,171010
2799,39943
2800,171019
2801,138254
2802,236564
2803,72726
2804,8100888
2805,72729
2806,171033
2807,39962
2808,72733
2809,105505
2810,72739
2811,72742
2812,39976
2813,39977
2814,39978
2815,72747
2816,138288
2817,72754
2818,72755
2819,72765
2820,72766
2821,72772
2822,236635
2823,105590
2824,269431
2825,171128
2826,27501
2827,138375
2828,171146
2829,72860
2830,72861
2831,72862
2832,171170
2833,72871
2834,72872
2835,72881
2836,72887
2837,72898
2838,72901
2839,72902
2840,72906
2841,171210
2842,138451
2843,40148
2844,40150
2845,72919
2846,7384
2847,40153
2848,72922
2849,171227
2850,72926
2851,72927
2852,105697
2853,138467
2854,40172
2855,138477
2856,72943
2857,40177
2858,72946
2859,7426
2860,72965
2861,7431
2862,171271
2863,7436
2864,7437
2865,72975
2866,72981
2867,138518
2868,138520
2869,7453
2870,7454
2871,73000
2872,138541
2873,73015
2874,236865
2875,73031
2876,138574
2877,236880
2878,105819
2879,138592
2880,73061
2881,73070
2882,105839
2883,73073
2884,171378
2885,73074
2886,40309
2887,73083
2888,138621
2889,40317
2890,40320
2891,236930
2892,40324
2893,40325
2894,40327
2895,73096
2896,7560
2897,171402
2898,40329
2899,171405
2900,7566
2901,7570
2902,236964
2903,236965
2904,105900
2905,138671
2906,8101299
2907,8101300
2908,105916
2909,105918
2910,27566
2911,237001
2912,105931
2913,105932
2914,105945
2915,105947
2916,105952
2917,7648
2918,40425
2919,7661
2920,138734
2921,7663
2922,7671
2923,7675
2924,73221
2925,105991
2926,106003
2927,106006
2928,40474
2929,106025
2930,269872
2931,73266
2932,106040
2933,138811
2934,106044
2935,106045
2936,138812
2937,106047
2938,73286
2939,73294
2940,106066
2941,106082
2942,106106
2943,106108
2944,138878
2945,138879
2946,138880
2947,106111
2948,106115
2949,138891
2950,138892
2951,40587
2952,40591
2953,40592
2954,40593
2955,40599
2956,40605
2957,40611
2958,138915
2959,7847
2960,40616
2961,40624
2962,40626
2963,106167
2964,106169
2965,40638
2966,40640
2967,40648
2968,171726
2969,7886
2970,73424
2971,73426
2972,73427
2973,40659
2974,138965
2975,40662
2976,40660
2977,40665
2978,73436
2979,106215
2980,73451
2981,73458
2982,171777
2983,40708
2984,40711
2985,237320
2986,237321
2987,40719
2988,139027
2989,40724
2990,139031
2991,40727
2992,106265
2993,139037
2994,40760
2995,139070
2996,40768
2997,106317
2998,106328
2999,106331
3000,270175
3001,73570
3002,73573
3003,73575
3004,8101736
3005,73584
3006,171889
3007,106354
3008,106359
3009,171896
3010,106363
3011,106364
3012,40831
3013,106367
3014,8070
3015,8072
3016,8073
3017,8075
3018,106381
3019,8084
3020,8086
3021,8101789
3022,40870
3023,139175
3024,139176
3025,40873
3026,40872
3027,40874
3028,40871
3029,73645
3030,40885
3031,40886
3032,8119
3033,8127
3034,73666
3035,73668
3036,40902
3037,8135
3038,40918
3039,8152
3040,8153
3041,40927
3042,8175
3043,40944
3044,139249
3045,8176
3046,8177
3047,106486
3048,106495
3049,172033
3050,40961
3051,40963
3052,40964
3053,40965
3054,8207
3055,8216
3056,139296
3057,40998
3058,139303
3059,41000
3060,172079
3061,172082
3062,139317
3063,8101942
3064,237629
3065,41021
3066,41023
3067,106558
3068,41028
3069,41034
3070,41040
3071,8288
3072,41061
3073,41066
3074,73836
3075,8301
3076,73845
3077,41077
3078,41079
3079,172152
3080,41080
3081,8102013
3082,60269
3083,106629
3084,73862
3085,8102032
3086,41107
3087,41116
3088,139421
3089,139422
3090,41117
3091,41118
3092,41120
3093,41123
3094,8356
3095,106666
3096,8363
3097,8364
3098,73902
3099,41134
3100,237745
3101,41142
3102,172215
3103,41144
3104,41145
3105,41148
3106,41149
3107,73924
3108,41157
3109,41159
3110,41160
3111,41162
3112,172235
3113,41167
3114,41168
3115,41169
3116,106703
3117,41173
3118,41174
3119,41175
3120,8405
3121,41184
3122,41185
3123,41188
3124,73961
3125,41203
3126,139528
3127,41226
3128,41227
3129,106764
3130,172304
3131,8471
3132,41250
3133,139555
3134,74018
3135,74021
3136,74020
3137,8487
3138,41256
3139,41257
3140,41259
3141,41260
3142,8494
3143,41264
3144,106802
3145,8102194
3146,41271
3147,41273
3148,41280
3149,41281
3150,41282
3151,41284
3152,41291
3153,8102220
3154,106830
3155,41294
3156,41295
3157,106836
3158,106839
3159,41312
3160,41313
3161,139618
3162,139620
3163,106855
3164,74095
3165,41338
3166,74106
3167,41344
3168,74113
3169,41351
3170,139657
3171,106890
3172,106891
3173,106892
3174,41356
3175,41357
3176,270731
3177,74128
3178,270736
3179,270734
3180,41363
3181,270739
3182,41367
3183,270743
3184,172441
3185,41370
3186,41371
3187,172445
3188,8102302
3189,41373
3190,41376
3191,41377
3192,106914
3193,41378
3194,41379
3195,41381
3196,74151
3197,106919
3198,41387
3199,74155
3200,41389
3201,139693
3202,41390
3203,41393
3204,270769
3205,106931
3206,106934
3207,270776
3208,172473
3209,139707
3210,139708
3211,270779
3212,106943
3213,270791
3214,74183
3215,270793
3216,41419
3217,270796
3218,270797
3219,41422
3220,74191
3221,41424
3222,41425
3223,270800
3224,41421
3225,41433
3226,74202
3227,270811
3228,74204
3229,74205
3230,270810
3231,139743
3232,74206
3233,41442
3234,270818
3235,41444
3236,41445
3237,41446
3238,41447
3239,41448
3240,41449
3241,74222
3242,270834
3243,41466
3244,41467
3245,41468
3246,107009
3247,74297
3248,74298
3249,74299
3250,172604
3251,74304
3252,172610
3253,74309
3254,172614
3255,41546
3256,107092
3257,41557
3258,172632
3259,238176
3260,8802
3261,8803
3262,107110
3263,107111
3264,172646
3265,8809
3266,172648
3267,8812
3268,139886
3269,107126
3270,139898
3271,74365
3272,172670
3273,74369
3274,8834
3275,139910
3276,8841
3277,8842
3278,8855
3279,107177
3280,41646
3281,107183
3282,41652
3283,41663
3284,41667
3285,8102597
3286,74441
3287,41685
3288,41687
3289,139997
3290,8938
3291,41709
3292,140015
3293,74480
3294,8943
3295,41720
3296,41726
3297,140031
3298,140035
3299,74501
3300,74503
3301,41736
3302,41738
3303,8989
3304,140062
3305,8991
3306,140064
3307,172833
3308,41758
3309,172835
3310,172836
3311,8997
3312,41763
3313,172839
3314,41771
3315,140082
3316,74548
3317,107321
3318,9017
3319,41788
3320,140093
3321,107329
3322,107334
3323,41801
3324,41802
3325,41804
3326,140108
3327,140111
3328,107345
3329,172882
3330,41811
3331,238420
3332,41813
3333,8102742
3334,140133
3335,140134
3336,107368
3337,8102762
3338,8102764
3339,271225
3340,107387
3341,271228
3342,41864
3343,74632
3344,271242
3345,41867
3346,41869
3347,41870
3348,140178
3349,107410
3350,172958
3351,271269
3352,9129
3353,9147
3354,140230
3355,172999
3356,107470
3357,271310
3358,74703
3359,74706
3360,41941
3361,41943
3362,41944
3363,173021
3364,74719
3365,173027
3366,271332
3367,74733
3368,107507
3369,271350
3370,140287
3371,140289
3372,140290
3373,140302
3374,238610
3375,74776
3376,74777
3377,74781
3378,74782
3379,42019
3380,42031
3381,173104
3382,42033
3383,42032
3384,42035
3385,42036
3386,42037
3387,42043
3388,42044
3389,42045
3390,140353
3391,173124
3392,42057
3393,42058
3394,42059
3395,42060
3396,42062
3397,173145
3398,42077
3399,42079
3400,42080
3401,42081
3402,42082
3403,42083
3404,9316
3405,9318
3406,42089
3407,9322
3408,42090
3409,42091
3410,42095
3411,42097
3412,42098
3413,42099
3414,42100
3415,42101
3416,140401
3417,140405
3418,42110
3419,184218
3420,42113
3421,42115
3422,42124
3423,42128
3424,42135
3425,140442
3426,74908
3427,238761
3428,173231
3429,42163
3430,42165
3431,74936
3432,140473
3433,74937
3434,74939
3435,74941
3436,74942
3437,107711
3438,140479
3439,173249
3440,140481
3441,140482
3442,42180
3443,74948
3444,74950
3445,74951
3446,9447
3447,9448
3448,9449
3449,42230
3450,42235
3451,42236
3452,107775
3453,42239
3454,42240
3455,42244
3456,42245
3457,42247
3458,42249
3459,42250
3460,238874
3461,238880
3462,107815
3463,107822
3464,9522
3465,140609
3466,173379
3467,42309
3468,75092
3469,75093
3470,140632
3471,140639
3472,173408
3473,9569
3474,42337
3475,140642
3476,75112
3477,75113
3478,173418
3479,75115
3480,75114
3481,173421
3482,75116
3483,173423
3484,42354
3485,42355
3486,173430
3487,42359
3488,42362
3489,42364
3490,173441
3491,238989
3492,42387
3493,42389
3494,107928
3495,42399
3496,42400
3497,107938
3498,42410
3499,107957
3500,42423
3501,173496
3502,42424
3503,140728
3504,9661
3505,42441
3506,42443
3507,107980
3508,42446
3509,8103377
3510,107988
3511,190799
3512,42459
3513,173532
3514,9695
3515,173535
3516,42466
3517,173538
3518,42469
3519,108006
3520,108007
3521,140775
3522,140776
3523,140777
3524,140783
3525,42481
3526,173555
3527,140788
3528,140792
3529,140793
3530,108026
3531,108027
3532,108028
3533,239110
3534,8103448
3535,8103450
3536,108066
3537,173606
3538,173607
3539,42537
3540,42542
3541,173615
3542,75313
3543,173619
3544,9788
3545,108099
3546,75335
3547,173641
3548,173645
3549,75343
3550,173649
3551,75347
3552,108116
3553,75349
3554,108118
3555,75350
3556,75348
3557,75353
3558,75354
3559,75352
3560,108124
3561,75357
3562,75358
3563,75360
3564,75362
3565,75363
3566,75364
3567,173669
3568,42599
3569,173672
3570,9832
3571,42601
3572,42600
3573,42606
3574,42608
3575,75377
3576,42610
3577,108149
3578,42613
3579,42615
3580,42618
3581,42626
3582,108162
3583,75399
3584,9864
3585,9865
3586,75402
3587,9867
3588,75403
3589,75405
3590,9870
3591,75406
3592,42645
3593,75414
3594,8103575
3595,42647
3596,42648
3597,75418
3598,42649
3599,75420
3600,9885
3601,75422
3602,75423
3603,9887
3604,9889
3605,9890
3606,9891
3607,42660
3608,75425
3609,42663
3610,9896
3611,75435
3612,173751
3613,140986
3614,42683
3615,9918
3616,42686
3617,42688
3618,42689
3619,140995
3620,8103623
3621,42700
3622,173773
3623,42701
3624,42703
3625,9940
3626,9941
3627,42710
3628,9944
3629,42712
3630,42713
3631,42717
3632,42721
3633,42722
3634,239331
3635,141027
3636,239335
3637,108268
3638,75506
3639,173811
3640,9977
3641,9978
3642,9979
3643,75513
3644,9981
3645,75514
3646,8103680
3647,9989
3648,9990
3649,108298
3650,9995
3651,75540
3652,42773
3653,42774
3654,173860
3655,173887
3656,75590
3657,173895
3658,75592
3659,75594
3660,75595
3661,75597
3662,75598
3663,42830
3664,42831
3665,75601
3666,42834
3667,75603
3668,75607
3669,42841
3670,42847
3671,141152
3672,75617
3673,42850
3674,75619
3675,75620
3676,75621
3677,75622
3678,42854
3679,42851
3680,108388
3681,42858
3682,42859
3683,42864
3684,42865
3685,42870
3686,42874
3687,42883
3688,141188
3689,141190
3690,42888
3691,42889
3692,75677
3693,141214
3694,141215
3695,75697
3696,10164
3697,108478
3698,174014
3699,141246
3700,174017
3701,141250
3702,141249
3703,174025
3704,42955
3705,10188
3706,174030
3707,42961
3708,10196
3709,10198
3710,42968
3711,108511
3712,42982
3713,239592
3714,42985
3715,141300
3716,239605
3717,10229
3718,108539
3719,141325
3720,75791
3721,43031
3722,43033
3723,43035
3724,43037
3725,75809
3726,75810
3727,43045
3728,75818
3729,43053
3730,43056
3731,174131
3732,141365
3733,141366
3734,174133
3735,141367
3736,141368
3737,174140
3738,174142
3739,43071
3740,43073
3741,174146
3742,43074
3743,174149
3744,43079
3745,174164
3746,174165
3747,141398
3748,75862
3749,10335
3750,141408
3751,141409
3752,174179
3753,174182
3754,108647
3755,174184
3756,108648
3757,43120
3758,43126
3759,108665
3760,141436
3761,174215
3762,174218
3763,43147
3764,43152
3765,43156
3766,43160
3767,174234
3768,43162
3769,43164
3770,43165
3771,43166
3772,174241
3773,108714
3774,43179
3775,174259
3776,75957
3777,75960
3778,43194
3779,75968
3780,43203
3781,43204
3782,43205
3783,141511
3784,174282
3785,75979
3786,43210
3787,10443
3788,43211
3789,75983
3790,174289
3791,43218
3792,174305
3793,76003
3794,43236
3795,43238
3796,174315
3797,76012
3798,43250
3799,43251
3800,43252
3801,43253
3802,174325
3803,43255
3804,43256
3805,43257
3806,108794
3807,174327
3808,76025
3809,141568
3810,10497
3811,174342
3812,108807
3813,43272
3814,43270
3815,43271
3816,43275
3817,10502
3818,76045
3819,43278
3820,10506
3821,43280
3822,141585
3823,76049
3824,141586
3825,76052
3826,76053
3827,174360
3828,108824
3829,108826
3830,76056
3831,108828
3832,76061
3833,76062
3834,76063
3835,76057
3836,43293
3837,43292
3838,76067
3839,10526
3840,10533
3841,141607
3842,43305
3843,10539
3844,141611
3845,43310
3846,10544
3847,43312
3848,10546
3849,43315
3850,43320
3851,43321
3852,43322
3853,43326
3854,76095
3855,43328
3856,76097
3857,141634
3858,76099
3859,108866
3860,76101
3861,76102
3862,8104256
3863,43358
3864,43360
3865,108897
3866,43361
3867,43367
3868,43369
3869,76140
3870,43375
3871,76144
3872,43376
3873,108911
3874,76149
3875,141686
3876,108919
3877,174456
3878,8104317
3879,76159
3880,76160
3881,76162
3882,76166
3883,174476
3884,43405
3885,76172
3886,76173
3887,76188
3888,76189
3889,43423
3890,76191
3891,76201
3892,76202
3893,141740
3894,10669
3895,76204
3896,76206
3897,76207
3898,10673
3899,10674
3900,76208
3901,76210
3902,174519
3903,76216
3904,141753
3905,174526
3906,141760
3907,43458
3908,43459
3909,43460
3910,43463
3911,43464
3912,43465
3913,76235
3914,43468
3915,76237
3916,141773
3917,76239
3918,76244
3919,141787
3920,43485
3921,76254
3922,174560
3923,174561
3924,76267
3925,76269
3926,109038
3927,76271
3928,76281
3929,10766
3930,43536
3931,174611
3932,43540
3933,10771
3934,141846
3935,76309
3936,76312
3937,43545
3938,76308
3939,43550
3940,76319
3941,76318
3942,174624
3943,43556
3944,174628
3945,76328
3946,76329
3947,43564
3948,76334
3949,76336
3950,76338
3951,76339
3952,43572
3953,43571
3954,76342
3955,76344
3956,43577
3957,76352
3958,43586
3959,43590
3960,141900
3961,141901
3962,141902
3963,141903
3964,109137
3965,109139
3966,76373
3967,43607
3968,76379
3969,109152
3970,141920
3971,141923
3972,109157
3973,10853
3974,76391
3975,10855
3976,43625
3977,76392
3978,43630
3979,43631
3980,76402
3981,109171
3982,141951
3983,76419
3984,109190
3985,10888
3986,43660
3987,43666
3988,43670
3989,76449
3990,109221
3991,141991
3992,141997
3993,240313
3994,174784
3995,43716
3996,76484
3997,43718
3998,43719
3999,43720
4000,43723
4001,43727
4002,76496
4003,109272
4004,76505
4005,76510
4006,43754
4007,43756
4008,109293
4009,43757
4010,43759
4011,109301
4012,109302
4013,43772
4014,43776
4015,43777
4016,11012
4017,43783
4018,43785
4019,43786
4020,43787
4021,109326
4022,43791
4023,43790
4024,43793
4025,109328
4026,109329
4027,109335
4028,142106
4029,109341
4030,76577
4031,142114
4032,142117
4033,76582
4034,109354
4035,109355
4036,11056
4037,76593
4038,11059
4039,11060
4040,76596
4041,43829
4042,11063
4043,11064
4044,11065
4045,43831
4046,11068
4047,76605
4048,76607
4049,76617
4050,76621
4051,142160
4052,174929
4053,76625
4054,174932
4055,43861
4056,76634
4057,174944
4058,43878
4059,43879
4060,109419
4061,174962
4062,109429
4063,142200
4064,109433
4065,142201
4066,109435
4067,273278
4068,273279
4069,76675
4070,174985
4071,273292
4072,174992
4073,43922
4074,43923
4075,43924
4076,142230
4077,142231
4078,9009551
4079,43932
4080,43933
4081,43934
4082,240543
4083,43937
4084,43940
4085,175023
4086,43952
4087,76719
4088,43956
4089,76740
4090,43973
4091,142279
4092,142280
4093,175049
4094,142287
4095,43986
4096,142291
4097,175062
4098,44001
4099,76771
4100,76782
4101,175086
4102,76787
4103,76788
4104,142325
4105,76791
4106,142328
4107,109560
4108,109562
4109,11273
4110,76830
4111,109600
4112,44075
4113,142386
4114,142396
4115,240715
4116,273490
4117,44119
4118,44129
4119,44131
4120,44132
4121,44135
4122,44136
4123,44137
4124,76911
4125,240751
4126,44148
4127,44151
4128,44152
4129,44154
4130,44155
4131,44158
4132,44162
4133,44163
4134,11394
4135,44165
4136,11397
4137,76932
4138,44168
4139,76938
4140,44171
4141,109711
4142,142480
4143,76943
4144,142485
4145,158579
4146,44192
4147,44194
4148,44195
4149,44196
4150,273573
4151,273571
4152,158581
4153,44201
4154,44203
4155,44206
4156,44208
4157,76981
4158,76982
4159,44217
4160,44218
4161,273596
4162,76989
4163,175292
4164,109759
4165,76991
4166,76993
4167,76992
4168,44228
4169,44230
4170,44232
4171,240853
4172,142554
4173,142555
4174,240863
4175,175329
4176,77027
4177,77028
4178,240867
4179,142566
4180,77031
4181,142567
4182,77032
4183,142576
4184,44272
4185,109808
4186,240881
4187,142580
4188,109809
4189,77046
4190,77047
4191,109816
4192,44281
4193,44285
4194,44287
4195,44289
4196,109825
4197,44291
4198,44292
4199,142600
4200,142608
4201,142613
4202,175381
4203,109847
4204,175385
4205,142618
4206,109853
4207,109856
4208,175392
4209,44322
4210,44328
4211,175402
4212,77104
4213,109883
4214,44348
4215,142655
4216,44353
4217,142657
4218,175428
4219,109892
4220,109894
4221,44359
4222,44356
4223,44361
4224,44365
4225,175443
4226,44375
4227,142684
4228,109919
4229,175455
4230,175466
4231,44395
4232,175468
4233,44397
4234,175469
4235,44399
4236,44400
4237,109933
4238,109935
4239,273771
4240,44404
4241,175477
4242,11633
4243,11637
4244,175480
4245,11644
4246,175499
4247,44433
4248,175506
4249,175509
4250,77206
4251,77207
4252,77209
4253,44442
4254,77211
4255,175516
4256,44445
4257,77214
4258,44449
4259,175522
4260,44450
4261,34886
4262,44453
4263,77222
4264,77217
4265,77221
4266,77220
4267,142768
4268,34889
4269,44468
4270,175546
4271,44476
4272,142782
4273,142783
4274,142785
4275,142786
4276,44487
4277,110025
4278,175565
4279,44495
4280,273872
4281,44497
4282,44498
4283,142806
4284,175575
4285,44504
4286,77275
4287,44508
4288,175580
4289,44510
4290,44511
4291,110049
4292,44515
4293,44516
4294,44518
4295,44519
4296,44520
4297,44521
4298,44523
4299,44524
4300,44525
4301,175597
4302,44527
4303,44528
4304,142827
4305,44530
4306,44531
4307,44532
4308,44533
4309,273910
4310,142839
4311,77305
4312,11771
4313,142848
4314,11776
4315,44547
4316,44554
4317,11787
4318,77328
4319,44564
4320,44565
4321,77339
4322,77341
4323,77346
4324,77348
4325,77349
4326,77350
4327,77351
4328,44587
4329,44600
4330,44604
4331,44605
4332,273996
4333,77403
4334,44636
4335,77405
4336,44638
4337,44643
4338,142948
4339,44646
4340,110185
4341,175722
4342,77419
4343,77420
4344,77421
4345,142957
4346,44655
4347,44656
4348,77424
4349,44657
4350,142963
4351,44659
4352,142959
4353,77429
4354,110201
4355,142977
4356,175750
4357,110222
4358,175759
4359,11918
4360,44695
4361,44700
4362,44705
4363,143009
4364,44708
4365,44714
4366,77482
4367,44717
4368,110263
4369,110265
4370,8105659
4371,44738
4372,44742
4373,34945
4374,44747
4375,77523
4376,77532
4377,77537
4378,77541
4379,8105705
4380,8105711
4381,44785
4382,110323
4383,44789
4384,44791
4385,110329
4386,175873
4387,44803
4388,77571
4389,44809
4390,175888
4391,77585
4392,77591
4393,110364
4394,77597
4395,110366
4396,110369
4397,44834
4398,77603
4399,77604
4400,12070
4401,175913
4402,44846
4403,143151
4404,44848
4405,44850
4406,77618
4407,77623
4408,77624
4409,143161
4410,44858
4411,77627
4412,77625
4413,44855
4414,175934
4415,44862
4416,44864
4417,44865
4418,175938
4419,44866
4420,44868
4421,44863
4422,44875
4423,44878
4424,110418
4425,44883
4426,44882
4427,110421
4428,44886
4429,77656
4430,44892
4431,110433
4432,77668
4433,241512
4434,110444
4435,44910
4436,241519
4437,110454
4438,44919
4439,110456
4440,12152
4441,110457
4442,12155
4443,44922
4444,44923
4445,44926
4446,175999
4447,110463
4448,143233
4449,143231
4450,44932
4451,77701
4452,77702
4453,110471
4454,77708
4455,143248
4456,77713
4457,110482
4458,110481
4459,77716
4460,143253
4461,44956
4462,110494
4463,110497
4464,241573
4465,241576
4466,110506
4467,241582
4468,44978
4469,176050
4470,77748
4471,12215
4472,143289
4473,44990
4474,143294
4475,143299
4476,143300
4477,44999
4478,77772
4479,45005
4480,45007
4481,45008
4482,45010
4483,77779
4484,77780
4485,45014
4486,45015
4487,45016
4488,45017
4489,77783
4490,77785
4491,45020
4492,45022
4493,45023
4494,176094
4495,176098
4496,110563
4497,45028
4498,45031
4499,45032
4500,143346
4501,110580
4502,77817
4503,45052
4504,176128
4505,274434
4506,77830
4507,45063
4508,176134
4509,274443
4510,176139
4511,45069
4512,45071
4513,45074
4514,143382
4515,12312
4516,77849
4517,176153
4518,77851
4519,77855
4520,143392
4521,143391
4522,176160
4523,110630
4524,77864
4525,45105
4526,176178
4527,176180
4528,110645
4529,77877
4530,77876
4531,45118
4532,110655
4533,176191
4534,45120
4535,45122
4536,45121
4537,45124
4538,77898
4539,45132
4540,45136
4541,77905
4542,45139
4543,45143
4544,45144
4545,45149
4546,45150
4547,12381
4548,45154
4549,176227
4550,45161
4551,45165
4552,176242
4553,45171
4554,45174
4555,45177
4556,77946
4557,77947
4558,45180
4559,77948
4560,45184
4561,110721
4562,45187
4563,45192
4564,45196
4565,110733
4566,12433
4567,176277
4568,176279
4569,176284
4570,12445
4571,176290
4572,176291
4573,143524
4574,176292
4575,143526
4576,176295
4577,45224
4578,45222
4579,45223
4580,45225
4581,45229
4582,45231
4583,45238
4584,45239
4585,45241
4586,78009
4587,45244
4588,143549
4589,12483
4590,110789
4591,110794
4592,45262
4593,12496
4594,45265
4595,110802
4596,12499
4597,45264
4598,110805
4599,45269
4600,45270
4601,45271
4602,110808
4603,45274
4604,12507
4605,12508
4606,78042
4607,12512
4608,241894
4609,12518
4610,45286
4611,12521
4612,12523
4613,176364
4614,176365
4615,176366
4616,45303
4617,100185
4618,176380
4619,110846
4620,45311
4621,45312
4622,45313
4623,12547
4624,12553
4625,176394
4626,45322
4627,176397
4628,176399
4629,12562
4630,110868
4631,12568
4632,12569
4633,12570
4634,45341
4635,78111
4636,78112
4637,78116
4638,110884
4639,176423
4640,45355
4641,176429
4642,45360
4643,78129
4644,45362
4645,110898
4646,78132
4647,78133
4648,110900
4649,45367
4650,78136
4651,45369
4652,110897
4653,176447
4654,45376
4655,110911
4656,110915
4657,45380
4658,143686
4659,78151
4660,78153
4661,45387
4662,12620
4663,45388
4664,45393
4665,110929
4666,45396
4667,12629
4668,143705
4669,143706
4670,12635
4671,45402
4672,78173
4673,110941
4674,45405
4675,45403
4676,78177
4677,143713
4678,110939
4679,78180
4680,12644
4681,12646
4682,110942
4683,110955
4684,78190
4685,110961
4686,78203
4687,78204
4688,78205
4689,242046
4690,242045
4691,45436
4692,242049
4693,45437
4694,12675
4695,12676
4696,45443
4697,110982
4698,45455
4699,45461
4700,45464
4701,143774
4702,45484
4703,45487
4704,176567
4705,45497
4706,143807
4707,111057
4708,78295
4709,78296
4710,78297
4711,78301
4712,78304
4713,12776
4714,78323
4715,12787
4716,78325
4717,78327
4718,78328
4719,111097
4720,111102
4721,143870
4722,143872
4723,143873
4724,78340
4725,143877
4726,12806
4727,78342
4728,176648
4729,78345
4730,12809
4731,78352
4732,78354
4733,78355
4734,176664
4735,111132
4736,12829
4737,12832
4738,111136
4739,78381
4740,78384
4741,143921
4742,78385
4743,143924
4744,78389
4745,78390
4746,78391
4747,176696
4748,111161
4749,78392
4750,78400
4751,78404
4752,111176
4753,111180
4754,78414
4755,111182
4756,78418
4757,78419
4758,78420
4759,78421
4760,78422
4761,111193
4762,176733
4763,176737
4764,111203
4765,111205
4766,111224
4767,78458
4768,78460
4769,78461
4770,12944
4771,78481
4772,12946
4773,144019
4774,111252
4775,144024
4776,111262
4777,111269
4778,78502
4779,111272
4780,12973
4781,12974
4782,78512
4783,78515
4784,12986
4785,78533
4786,78534
4787,176840
4788,78540
4789,176847
4790,78546
4791,78549
4792,78551
4793,78552
4794,176856
4795,78554
4796,111323
4797,111324
4798,13027
4799,78564
4800,13029
4801,13028
4802,78570
4803,78575
4804,78577
4805,78578
4806,78579
4807,78583
4808,144120
4809,78586
